CODIGO,TIPO,CONCEPTO,tipo_catalogo
5602030,,Otras rentas,5
5602040,,Pensiones,5
5603,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
5603010,,Salud y hospitalización,5
5603020,,Accidentes personales,5
5603030,,Accidentes viajes aéreos,5
5603040,,Escolares,5
5604,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
5604010,,Incendios,5
5604020,,Líneas aliadas,5
5605,,DE SEGUROS DE AUTOMOTORES,5
5605010,,Automotores,5
5606,,DE OTROS SEGUROS GENERALES,5
5606010,,Rotura de Cristales,5
5606020,,Transporte marítimo,5
5606030,,Transporte aéreo,5
5606040,,Transporte terrestre,5
5606050,,Marítimos casco,5
5606060,,Aviación,5
5606070,,Robo y hurto,5
5606080,,Fidelidad,5
5606090,,Seguro de bancos,5
5606100,,Todo riesgo para contratistas,5
5606110,,Todo riesgo equipo para contratistas,5
5606120,,Rotura de maquinaria,5
5606130,,Montaje contra todo riesgo,5
5606140,,Todo riesgo equipo electrónico,5
5606150,,Calderos,5
5606160,,Lucro cesante por interrupción de negocios,5
5606170,,Lucro cesante rotura de maquinaria,5
5606180,,Responsabilidad civil,5
5606190,,Riesgos profesionales,5
5606200,,Ganadero,5
5606210,,Agrícola,5
5606230,,Crédito interno,5
5606240,,Crédito a la exportación,5
5606250,,Misceláneos,5
5607,,DE FIANZAS,5
5607010,,Fidelidad,5
5607020,,Garantía,5
5607030,,Motoristas,5
57,,INGRESOS FINANCIEROS Y DE INVERSION,5
5701,,DEPOSITOS,5
5701010,,Ingresos por depósitos en bancos,5
570101001,,Intereses,5
57010100101,,Cuentas deAhorro,5
57010100102,,Depósitos a Plazos,5
570101002,,Otros,5
57010100201,,Rendimientos sobre Reportos en Títulos Gravados con Impuesto sobre la Renta,5
57010100202,,Rendimientos sobre Reportos en Títulos Exentos de Impuesto sobre la Renta,5
5702,,POR INVERSIONES EN VALORES,5
570201,,Ingresos por valores emitidos por el gobierno central y entidades del Estado,5
570201101,,Intereses - Moneda Nacional,5
570201201,,Intereses - Moneda Extranjera,5
570202,,Ingresos por valores emitidos por instituciones financieras,5
570202101,,Intereses - Moneda Nacional,5
570202201,,Intereses - Moneda Extranjera,5
570203,,Ingresos por valores emitidos por instituciones no financieras,5
570203101,,Intereses - Moneda Nacional,5
570203201,,Intereses - Moneda Extranjera,5
570204,,Ingresos por valores emitidos por gobiernos y entidades extranjeras,5
570204101,,Intereses - Moneda Nacional,5
570204201,,Intereses - Moneda Extranjera,5
570205,,Ingresos por participaciones en sociedades y fondos de inversión,5
570205101,,Dividendos - Moneda Nacional,5
570205201,,Dividendos - Moneda Extranjera,5
5702060,,Ingresos por valores emitidos por sociedades filiales,5
570206101,,Intereses - Moneda Nacional,5
570206201,,Intereses - Moneda Extranjera,5
5703,,POR PRESTAMOS,5
5703010,,Ingresos por préstamos vigentes,5
570301001,,Intereses,5
570301002,,Comisiones y otros,5
5703020,,Ingresos por préstamos refinanciados,5
570302001,,Intereses,5
570302002,,Comisiones y otros,5
570303,,Ingresos por préstamos vencidos,5
570303001,,Intereses,5
570303002,,Comisiones y otros,5
5704,,POR SOCIEDADES DEUDORAS DE SEGUROS Y FIANZAS,5
570401,,Ingresos por cuentas corrientes con sociedades aseguradas y afianzadas,5
5704011,,Ingresos por cuentas corrientes con sociedades aseguradas y afianzadas - Moneda Nacional,5
5704012,,Ingresos por cuentas corrientes con sociedades aseguradas y afianzadas - Moneda Extranjera,5
570402,,Ingresos por primas retenidas por sociedades aseguradas y afianzadas,5
570402101,,Intereses Moneda Nacional,5
570402201,,Intereses Moneda Extranjera,5
570402102,,Otros ingresos Moneda Nacional,5
570402202,,Otros ingresos Moneda Extranjera,5
570403,,Ingresos de cuentas corrientes con reaseguradores y reafianzadoras,5
5704031,,Ingresos de cuentas corrientes con reaseguradores y reafianzadores - Moneda Nacional,5
5704032,,Ingresos de cuentas corrientes con reaseguradores y reafianzadores - Moneda Extranjera,5
5705,,POR INVERSIONES PERMANENTES,5
5705010,,Ingresos por inversiones en bienes raíces,5
570501001,,Rentas por inversiones en bienes raíces,5
5705020,,Ingresos por participación en sociedades de seguros,5
570502001,,Dividendos y participaciones,5
5705030,,Ingresos por participación en sociedades y sucursales delexterior,5
570503001,,Dividendos y participaciones,5
5705040,,Ingresos por inversiones permanentes de disponibilidad restringida,5
570504001,,Dividendos y participaciones,5
5706,,DIVERSOS,5
570601,,Ingresos por comisiones,5
570601001,,Comisiones de servicios de estudios,5
570601002,,Comisiones por servicios de custodia,5
570601003,,Ingresos por servicios varios,5
5706020,,Recuperación de gastos financieros,5
5706030,,Sobrantes de caja y valores,5
5706040,,Reservas de Prevision,5
5706090,,Otros ingresos,5
5707,,INGRESOS POR DIFERENCIA EN CAMBIO,5
5707010,,Ingresos por diferencia en cambio,5
5708,,OFICINA PRINCIPAL Y SUCURSALES,5
5708010,,Ingresos por oficina principal,5
5708020,,Ingresos por sucursales,5
58,,INGRESOS POR RECUPERACION DE ACTIVOS Y PROVISIONES,5
5801,,RECUPERACION DE ACTIVOS,5
5801010,,Préstamos,5
5801020,,Inversiones,5
5801030,,Cuentas por cobrar,5
5801090,,Otros Activos,5
5802,,DISMINUCION DE PROVISIONES,5
5802010,,Provisiones para préstamos,5
5802020,,Provisiones para inversiones,5
5802090,,Provisiones varias,5
59,,INGRESOS EXTRAORDINARIOS Y DE EJERCICIOS ANTERIORES,5
5901,,EXTRAORDINARIOS,5
5901010,,Ganancias por venta de bienes de uso,5
5901020,,Ganancias por venta de activos extraordinarios,5
5901030,,Ingresos por activos extraordinarios,5
5901040,,Ingresos por recuperación de gastos,5
5901050,,Ingresos de bienes ordinarios,5
3901090,,Otros ingresos extraordinarios,5
5902,,DE EJERCICIOS ANTERIORES,5
5902010,,Ingresos de operación de seguros y fianzas,5
5902020,,Ingresos financieros y de inversión,5
5902030,,Ingresos por recuperación de activos,5
5902090,,Otros ingresos de ejercicios anteriores,5
6,,CONTINGENTES Y COMPROMISOS,5
61,,CONTINGENTES Y COMPROMISOS DEUDORAS,5
6101,,RESPONSABILIDAD POR POLIZAS DE SEGURO EN VIGOR,5
610101,,DE SEGUROS DE VIDA,5
6101011,,DE SEGUROS DE VIDA - MONEDA NACIONAL,5
610101101,,INDIVIDUAL,5
610101102,,POPULAR,5
610101103,,COLECTIVO,5
610101104,,OTROS PLANES,5
6101012,,DE SEGUROS DE VIDA MONEDA EXTRANJERA,5
610101201,,INDIVIDUAL,5
610101202,,POPULAR,5
610101203,,COLECTIVO,5
610101204,,OTROS PLANES,5
610102,,PREVISIONALES RENTAS Y PENSIONES,5
6101021,,MONEDA NACIONAL,5
6101022,,MONEDA EXTRANJERA,5
610103,,DE ACCIDENTES Y ENFERMEDAD,5
6101031,,DE ACCIDENTES Y ENFERMEDAD MONEDA NACIONAL,5
610103101,,SALUD Y HOSPITALIZACION,5
610103102,,ACCIDENTES PERSONALES,5
610103103,,ACCIDENTES VIAJES AEREOS,5
6101032,,DE ACCIDENTES Y ENFERMEDAD MONEDA EXTRANJERA,5
610103201,,SALUD Y HOSPITALIZACION,5
610103202,,ACCIDENTES PERSONALES,5
610103203,,ACCIDENTES VIAJES AEREOS,5
610104,,DE INCENDIO Y LINEAS ALIADAS,5
6101041,,MONEDA NACIONAL,5
6101042,,MONEDA EXTRANJERA,5
610105,,DE AUTOMOTORES,5
6101051,,MONEDA NACIONAL,5
6101052,,MONEDA EXTRANJERA,5
610106,,OTROS SEGUROS GENERALES,5
6101061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
610106101,,Rotura de Cristales,5
610106102,,Transporte Marítimo,5
610106103,,Transporte Aéreo,5
610106104,,Transporte Terrestre,5
610106105,,Marítimos Cascos,5
610106106,,Aviación,5
610106107,,Robo y Hurto,5
610106108,,Fidelidad,5
610106109,,Seguros de Bancos,5
610106110,,Todo Riesgo para Contratistas,5
610106111,,Todo Riesgo Equipo para Contratista,5
610106112,,Rotura de Maquinaria,5
610106113,,Montaje contra todo Riesgos,5
610106114,,Todo Riesgo Equipo Electrónico,5
610106115,,Calderos,5
610106116,,Lucro Cesante por interrupción de Negocios,5
610106117,,Lucro Cesante Rotura de Maquinaria,5
610106118,,Responsabilidad Civil,5
610106119,,Riesgos Profesionales,5
610106120,,Ganadero,5
610106121,,Agrícola,5
610106122,,Domiciliario,5
610106123,,Crédito Interno,5
610106124,,Crédito a la Exportación,5
610106125,,Misceláneos,5
6101062,,OTROS SEGUROS GENERALES - MONEDA EXTRANJERA,5
610106201,,Rotura de Cristales,5
610106202,,Transporte Marítimo,5
610106203,,Transporte Aéreo,5
610106204,,Transporte Terrestre,5
610106205,,Marítimos Cascos,5
610106206,,aviación,5
610106207,,Robo y Hurto,5
610106208,,Fidelidad,5
610106209,,Seguros de Bancos,5
610106210,,Todo Riesgo para Contratistas,5
610106211,,Todo Riesgo Equipo para Contratista,5
610106212,,Rotura de Maquinaria,5
610106213,,Montaje contra todo Riesgos,5
610106214,,Todo Riesgo Equipo Electrónico,5
610106215,,Calderos,5
610106216,,Lucro Cesante por interrupción de Negocios,5
610106217,,Lucro Cesante Rotura de Maquinaria,5
610106218,,Responsabilidad Civil,5
610106219,,Riesgos Profesionales,5
610106220,,Ganadero,5
610106221,,Agrícola,5
610106222,,Domiciliario,5
610106223,,Crédito Interno,5
610106224,,Crédito a la Exportación,5
610106225,,Miscelaneos,5
6102,,RESPONSABILIDADES POR FIANZAS EN VIGOR,5
610201,,DE FIANZAS FIDELIDAD,5
6102011,,MONEDA NACIONAL,5
6102012,,MONEDA EXTRANJERA,5
610202,,DE FIANZAS GARANTIAS,5
6102021,,MONEDA NACIONAL,5
6102022,,MONEDA EXTRANJERA,5
610203,,DE FIANZAS MOTORISTAS,5
6102031,,MONEDA NACIONAL,5
6102032,,MONEDA EXTRANJERA,5
6103,,RESPONSABILIDADES POR REASEGURO TOMADO,5
610301,,DE SEGUROS DE VIDA,5
6103011,,DE SEGUROS DE VIDA MONEDA NACIONAL,5
610301101,,INDIVIDUAL,5
610301102,,POPULAR,5
610301103,,COLECTIVO,5
610301104,,OTROS PLANES,5
6103012,,DE SEGUROS DE VIDA -MONEDA EXTRANJERA,5
610301201,,INDIVIDUAL,5
610301202,,POPULAR,5
610301203,,COLECTIVO,5
610301204,,OTROS PLANES,5
610302,,PREVISIONALES RENTAS Y PENSIONES,5
6103021,,MONEDA NACIONAL,5
6103022,,MONEDA EXTRANJERA,5
610303,,DE ACCIDENTES Y ENFERMEDAD,5
6103031,,DE ACCIDENTES Y ENFERMEDAD MONEDA NACIONAL,5
610303101,,SALUD Y HOSPITALIZACION -,5
610303102,,ACCIDENTES PERSONALES,5
610303103,,ACCIDENTES VIAJES AEREOS -,5
6103032,,DE ACCIDENTES Y ENFERMEDAD MONEDA EXTRANJERA,5
610303201,,SALUD Y HOSPITALIZACION -,5
610303202,,ACCIDENTES PERSONALES,5
610303203,,ACCIDENTES VIAJES AEREOS -,5
610304,,DE INCENDIO Y LINEAS ALIADAS,5
6103041,,MONEDA NACIONAL,5
6103042,,MONEDA EXTRANJERA,5
610305,,DE AUTOMOTORES,5
6103051,,MONEDA NACIONAL,5
6103052,,MONEDA EXTRANJERA,5
610306,,OTROS SEGUROS GENERALES,5
6103061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
610306101,,Rotura de Cristales,5
610306102,,Transporte Marítimo,5
610306103,,Transporte Aéreo,5
610306104,,Transporte Terrestre,5
610306105,,Marítimos Cascos,5
610306106,,Aviación,5
610306107,,Robo y Hurto,5
610306108,,Fidelidad,5
610306109,,Seguros de Bancos,5
610306110,,Todo Riesgo para Contratistas,5
610306111,,Todo Riesgo Equipo para Contratista,5
610306112,,Rotura de Maquinaria,5
610306113,,Montaje contra todo Riesgos,5
610306114,,Todo Riesgo Equipo Electrónico,5
610306115,,Calderos,5
610306116,,Lucro Cesante por interrupción de Negocios,5
610306117,,Lucro Cesante Rotura de Maquinaria,5
610306118,,Responsabilidad Civil,5
610306119,,Riesgos Profesionales,5
610306120,,Ganadero,5
610306121,,Agrícola,5
610306122,,Domiciliario,5
610306123,,Crédito Interno,5
610306124,,Crédito a la Exportación,5
610306125,,Miscelaneos,5
6103062,,OTROS SEGUROS GENERALES - MONEDA EXTRANJERA,5
610306201,,Rotura de Cristales,5
610306202,,Transporte Marítimo,5
610306203,,Transporte Aéreo,5
610306204,,Transporte Terrestre,5
610306205,,Marítimos Cascos,5
610306206,,aviación,5
610306207,,Robo y Hurto,5
610306208,,Fidelidad,5
610306209,,Seguros de Bancos,5
610306210,,Todo Riesgo para Contratistas,5
610306211,,Todo Riesgo Equipo para Contratista,5
610306212,,Rotura de Maquinaria,5
610306213,,Montaje contra todo Riesgos,5
610306214,,Todo Riesgo Equipo Electrónico,5
610306215,,Calderos,5
610306216,,Lucro Cesante por interrupción de Negocios,5
610306217,,Lucro Cesante Rotura de Maquinaria,5
610306218,,Responsabilidad Civil,5
610306219,,Riesgos Profesionales,5
610306220,,Ganadero,5
610306221,,Agrícola,5
610306222,,Domiciliario,5
610306223,,Crédito Interno,5
610306224,,Crédito a la Exportación,5
610306225,,Misceláneos,5
6104,,RESPONSABILIDADES POR REAFIANZAMIENTO TOMADO,5
610401,,DE FIANZAS FIDELIDAD,5
6104011,,MONEDA NACIONAL,5
6104012,,MONEDA EXTRANJERA,5
610402,,DE FIANZAS GARANTIAS,5
6104021,,MONEDA NACIONAL,5
6104022,,MONEDA EXTRANJERA,5
610403,,DE FIANZAS MOTORISTAS,5
6104031,,MONEDA NACIONAL,5
6104032,,MONEDA EXTRANJERA,5
6105,,RESPONSABILIDADES CEDIDAS A SOCIEDADES LOCALES,5
610501,,POR SEGUROS DE VIDA,5
6105011,,DE SEGUROS DE VIDA MONEDA NACIONAL,5
610501101,,INDIVIDUAL,5
610501102,,POPULAR,5
610501103,,COLECTIVO,5
610501104,,OTROS PLANES,5
6105012,,DE SEGUROS DE VIDA -MONEDA EXTRANJERA,5
610501201,,INDIVIDUAL,5
610501202,,POPULAR,5
610501203,,COLECTIVO,5
610501204,,OTROS PLANES,5
610502,,POR SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
6105021,,MONEDA NACIONAL,5
6105022,,MONEDA EXTRANJERA,5
610503,,POR SEGUROS DE ACCIDENTES Y ENFERMEDAD,5
6105031,,DE ACCIDENTES Y ENFERMEDAD - MONEDA NACIONAL,5
610503101,,SALUD Y HOSPITALIZACION,5
610503102,,ACCIDENTES PERSONALES,5
610503103,,ACCIDENTES VIAJES AEREOS,5
6105032,,DE ACCIDENTES Y ENFERMEDAD - MONEDA EXTRANJERA,5
610503201,,SALUD Y HOSPITALIZACION -,5
610503202,,ACCIDENTES PERSONALES,5
610503203,,ACCIDENTES VIAJES AEREOS -,5
610504,,POR SEGUROS DE INCENDIO Y LINEAS ALIADAS,5
6105041,,MONEDA NACIONAL,5
6105042,,MONEDA EXTRANJERA,5
610505,,POR SEGUROS DE AUTOMOTORES,5
6105051,,MONEDA NACIONAL,5
6105052,,MONEDA EXTRANJERA,5
610506,,POR OTROS SEGUROS GENERALES,5
6105061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
610506101,,Rotura de Cristales,5
610506102,,Transporte Marítimo,5
610506103,,Transporte Aéreo,5
610506104,,Transporte Terrestre,5
610506105,,Marítimos Cascos,5
610506106,,Aviación,5
610506107,,Robo y Hurto,5
610506108,,Fidelidad,5
610506109,,Seguros de Bancos,5
610506110,,Todo Riesgo para Contratistas,5
610506111,,Todo Riesgo Equipo para Contratista,5
610506112,,Rotura de Maquinaria,5
610506113,,Montaje contra todo Riesgos,5
610506114,,Todo Riesgo Equipo Electrónico,5
610506115,,Calderos,5
610506116,,Lucro Cesante por interrupción de Negocios,5
610506117,,Lucro Cesante Rotura de Maquinaria,5
610506118,,Responsabilidad Civil,5
610506119,,Riesgos Profesionales,5
610506120,,Ganadero,5
610506121,,Agrícola,5
610506122,,Domiciliario,5
610506123,,Crédito Interno,5
610506124,,Crédito a la Exportación,5
610506125,,Misceláneos,5
6105062,,OTROS SEGUROS GENERALES - MONEDA EXTRANJERA,5
610506201,,Rotura de Cristales,5
610506202,,Transporte Marítimo,5
610506203,,Transporte Aéreo,5
610506204,,Transporte Terrestre,5
610506205,,Marítimos Cascos,5
610506206,,aviación,5
610506207,,Robo y Hurto,5
610506208,,Fidelidad,5
610506209,,Seguros de Bancos,5
610506210,,Todo Riesgo para Contratistas,5
610506211,,Todo Riesgo Equipo para Contratista,5
610506212,,Rotura de Maquinaria,5
610506213,,Montaje contra todo Riesgos,5
610506214,,Todo Riesgo Equipo Electrónico,5
610506215,,Calderos,5
610506216,,Lucro Cesante por interrupción de Negocios,5
610506217,,Lucro Cesante Rotura de Maquinaria,5
610506218,,Responsabilidad Civil,5
610506219,,Riesgos Profesionales,5
610506220,,Ganadero,5
610506221,,Agrícola,5
610506222,,Domiciliario,5
610506223,,Crédito Interno,5
610506224,,Crédito a la Exportación,5
610506225,,Misceláneos,5
6106,,RESPONSABILIDADES CEDIDAS A SOCIEDADES DE PRIMER ORDEN DEL EXTERIOR,5
610601,,DE SEGUROS DE VIDA,5
6106011,,DE SEGUROS DE VIDA MONEDA NACIONAL,5
610601101,,INDIVIDUAL,5
610601102,,POPULAR,5
610601103,,COLECTIVO,5
610601104,,OTROS PLANES,5
6106012,,DE SEGUROS DE VIDA -MONEDA EXTRANJERA,5
610601201,,INDIVIDUAL,5
610601202,,POPULAR,5
610601203,,COLECTIVO,5
610601204,,OTROS PLANES,5
610602,,POR SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
6106021,,MONEDA NACIONAL,5
6106022,,MONEDA EXTRANJERA,5
610603,,DE ACCIDENTES Y ENFERMEDAD,5
6106031,,DE ACCIDENTES Y ENFERMEDAD MONEDA NACIONAL,5
610603101,,SALUD Y HOSPITALIZACION -,5
610603102,,ACCIDENTES PERSONALES,5
610603103,,ACCIDENTES VIAJES AEREOS -,5
6106032,,DE ACCIDENTES Y ENFERMEDAD MONEDA EXTRANJERA,5
610603201,,SALUD Y HOSPITALIZACION -,5
610603202,,ACCIDENTES PERSONALES,5
610603203,,ACCIDENTES VIAJES AEREOS -,5
610604,,POR SEGUROS DE INCENDIO Y LINEAS ALIADAS,5
6106041,,MONEDA NACIONAL,5
6106042,,MONEDA EXTRANJERA,5
610605,,POR SEGUROS DE AUTOMOTORES,5
6106051,,MONEDA NACIONAL,5
6106052,,MONEDA EXTRANJERA,5
610606,,POR OTROS SEGUROS GENERALES,5
6106061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
610606101,,Rotura de Cristales,5
610606102,,Transporte Marítimo,5
610606103,,Transporte Aéreo,5
610606104,,Transporte Terrestre,5
610606105,,Marítimos Cascos,5
610606106,,Aviación,5
610606107,,Robo y Hurto,5
610606108,,Fidelidad,5
610606109,,Seguros de Bancos,5
610606110,,Todo Riesgo para Contratistas,5
610606111,,Todo Riesgo Equipo para Contratista,5
610606112,,Rotura de Maquinaria,5
610606113,,Montaje contra todo Riesgos,5
610606114,,Todo Riesgo Equipo Electrónico,5
610606115,,Calderos,5
610606116,,Lucro Cesante por interrupción de Negocios,5
610606117,,Lucro Cesante Rotura de Maquinaria,5
610606118,,Responsabilidad Civil,5
610606119,,Riesgos Profesionales,5
610606120,,Ganadero,5
610606121,,Agrícola,5
610606122,,Domiciliario,5
610606123,,Crédito Interno,5
610606124,,Crédito a la Exportación,5
610606125,,Miscelaneos,5
6106062,,OTROS SEGUROS GENERALES - MONEDA EXTRANJERA,5
610606201,,Rotura de Cristales,5
610606202,,Transporte Marítimo,5
610606203,,Transporte Aéreo,5
610606204,,Transporte Terrestre,5
610606205,,Marítimos Cascos,5
610606206,,aviación,5
610606207,,Robo y Hurto,5
610606208,,Fidelidad,5
610606209,,Seguros de Bancos,5
610606210,,Todo Riesgo para Contratistas,5
610606211,,Todo Riesgo Equipo para Contratista,5
610606212,,Rotura de Maquinaria,5
610606213,,Montaje contra todo Riesgos,5
610606214,,Todo Riesgo Equipo Electrónico,5
610606215,,Calderos,5
610606216,,Lucro Cesante por interrupción de Negocios,5
610606217,,Lucro Cesante Rotura de Maquinaria,5
610606218,,Responsabilidad Civil,5
610606219,,Riesgos Profesionales,5
610606220,,Ganadero,5
610606221,,Agrícola,5
610606222,,Domiciliario,5
610606223,,Crédito Interno,5
610606224,,Crédito a la Exportación,5
610606225,,Misceláneos,5
6107,,RESPONSABILIDADES CEDIDAS A OTRAS SOCIEDADES DEL EXTERIOR,5
610701,,DE SEGUROS DE VIDA,5
6107011,,DE SEGUROS DE VIDA MONEDA NACIONAL,5
610701101,,INDIVIDUAL,5
610701102,,POPULAR,5
610701103,,COLECTIVO,5
610701104,,OTROS PLANES,5
6107012,,DE SEGUROS DE VIDA -MONEDA EXTRANJERA,5
610701201,,INDIVIDUAL,5
610701202,,POPULAR,5
610701203,,COLECTIVO,5
610701204,,OTROS PLANES,5
610702,,POR SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
6107021,,MONEDA NACIONAL,5
6107022,,MONEDA EXTRANJERA,5
610703,,DE ACCIDENTES Y ENFERMEDAD,5
6107031,,DE ACCIDENTES Y ENFERMEDAD MONEDA NACIONAL,5
610703101,,SALUD Y HOSPITALIZACION,5
610703102,,ACCIDENTES PERSONALES,5
610703103,,ACCIDENTES VIAJES AEREOS -,5
6107032,,DE ACCIDENTES Y ENFERMEDAD MONEDA EXTRANJERA,5
610703201,,SALUD Y HOSPITALIZACION -,5
610703202,,ACCIDENTES PERSONALES,5
610703203,,ACCIDENTES VIAJES AEREOS -,5
610704,,POR SEGUROS DE INCENDIO Y LINEAS ALIADAS,5
6107041,,MONEDA NACIONAL,5
6107042,,MONEDA EXTRANJERA,5
610705,,POR SEGUROS DE AUTOMOTORES,5
6107051,,MONEDA NACIONAL,5
6107052,,MONEDA EXTRANJERA,5
610706,,POR OTROS SEGUROS GENERALES,5
6107061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
610706101,,Rotura de Cristales,5
610706102,,Transporte Marítimo,5
610706103,,Transporte Aéreo,5
610706104,,Transporte Terrestre,5
610706105,,Marítimos Cascos,5
610706106,,Aviación,5
610706107,,Robo y Hurto,5
610706108,,Fidelidad,5
610706109,,Seguros de Bancos,5
610706110,,Todo Riesgo para Contratistas,5
610706111,,Todo Riesgo Equipo para Contratista,5
610706112,,Rotura de Maquinaria-,5
610706113,,Montaje contra todo Riesgos,5
610706114,,Todo Riesgo Equipo Electrónico,5
610706115,,Calderos,5
610706116,,Lucro Cesante por interrupción de Negocios,5
610706117,,Lucro Cesante Rotura de Maquinaria,5
610706118,,Responsabilidad Civil,5
610706119,,Riesgos Profesionales,5
610706120,,Ganadero,5
610706121,,Agrícola,5
610706122,,Domiciliario,5
610706123,,Crédito Interno,5
610706124,,Crédito a la Exportación,5
610706125,,Misceláneos,5
6107062,,OTROS SEGUROS GENERALES - MONEDA EXTRANJERA,5
610706201,,Rotura de Cristales,5
610706202,,Transporte Marítimo,5
610706203,,Transporte Aéreo,5
610706204,,Transporte Terrestre,5
610706205,,Marítimos Cascos,5
610706206,,aviación,5
610706207,,Robo y Hurto,5
610706208,,Fidelidad,5
610706209,,Seguros de Bancos,5
610706210,,Todo Riesgo para Contratistas,5
610706211,,Todo Riesgo Equipo para Contratista,5
610706212,,Rotura de Maquinaria,5
610706213,,Montaje contra todo Riesgos,5
610706214,,Todo Riesgo Equipo Electrónico,5
610706215,,Calderos,5
610706216,,Lucro Cesante por interrupción de Negocios,5
610706217,,Lucro Cesante Rotura de Maquinaria,5
610706218,,Responsabilidad Civil,5
610706219,,Riesgos Profesionales,5
610706220,,Ganadero,5
610706221,,Agrícola,5
610706222,,Domiciliario,5
610706223,,Crédito Interno,5
610706224,,Crédito a la Exportación,5
610706225,,Misceláneos,5
6108,,RESPONSABILIDAD POR REAFIANZAMIENTO CEDIDO A SOCIEDADES LOCALES,5
610801,,DE FIANZAS FIDELIDAD,5
6108011,,MONEDA NACIONAL,5
6108012,,MONEDA EXTRANJERA,5
610802,,DE FIANZAS GARANTIAS,5
6108021,,MONEDA NACIONAL,5
6108022,,MONEDA EXTRANJERA,5
610803,,DE FIANZAS MOTORISTAS,5
6108031,,MONEDA NACIONAL,5
6108032,,MONEDA EXTRANJERA,5
6109,,RESPONSABILIDADES POR REAFIANZAMIENTO CEDIDO A SOCIEDADES DE PRIMER ORDEN DEL EXTERIOR,5
610901,,DE FIANZAS FIDELIDAD,5
6109011,,MONEDA NACIONAL,5
6109012,,MONEDA EXTRANJERA,5
610902,,DE FIANZAS GARANTIAS,5
6109021,,MONEDA NACIONAL,5
6109022,,MONEDA EXTRANJERA,5
610903,,DE FIANZAS MOTORISTAS,5
6109031,,MONEDA NACIONAL,5
6109032,,MONEDA EXTRANJERA,5
6110,,RESPONSABILIDADES POR REAFIANZAMIENTO CEDIDO A OTRAS SOCIEDADES DEL EXTERIOR,5
611001,,DE FIANZAS FIDELIDAD,5
6110011,,MONEDA NACIONAL,5
6110012,,MONEDA EXTRANJERA,5
611002,,DE FIANZAS GARANTIAS,5
6110021,,MONEDA NACIONAL,5
6110022,,MONEDA EXTRANJERA,5
611003,,DE FIANZAS MOTORISTAS,5
6110031,,MONEDA NACIONAL,5
6110032,,MONEDA EXTRANJERA,5
6111,,RESPONSABILIDADES POR RETROCESIONES A SOCIEDADES LOCALES,5
611101,,DE SEGUROS DE VIDA,5
6111011,,DE SEGUROS DE VIDA MONEDA NACIONAL,5
611101101,,INDIVIDUAL,5
611101102,,POPULAR,5
611101103,,COLECTIVO,5
611101104,,OTROS PLANES,5
6111012,,DE SEGUROS DE VIDA -MONEDA EXTRANJERA,5
611101201,,INDIVIDUAL,5
611101202,,POPULAR,5
611101203,,COLECTIVO,5
611101204,,OTROS PLANES,5
611102,,POR SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
6111021,,MONEDA NACIONAL,5
6111022,,MONEDA EXTRANJERA,5
611103,,DE ACCIDENTES Y ENFERMEDAD,5
6111031,,DE ACCIDENTES Y ENFERMEDAD MONEDA NACIONAL,5
611103101,,SALUD Y HOSPITALIZACION,5
611103102,,ACCIDENTES PERSONALES,5
611103103,,ACCIDENTES VIAJES AEREOS,5
6111032,,DE ACCIDENTES Y ENFERMEDAD MONEDA EXTRANJERA,5
611103201,,SALUD Y HOSPITALIZACION,5
611103202,,ACCIDENTES PERSONALES,5
611103203,,ACCIDENTES VIAJES AEREOS -,5
611104,,POR SEGUROS DE INCENDIO Y LINEAS ALIADAS,5
6111041,,MONEDA NACIONAL,5
6111042,,MONEDA EXTRANJERA,5
611105,,POR SEGUROS DE AUTOMOTORES,5
6111051,,MONEDA NACIONAL,5
6111052,,MONEDA EXTRANJERA,5
611106,,POR OTROS SEGUROS GENERALES,5
6111061,,OTROS SEGUROS GENERALES - MONEDA NACIONAL,5
611106101,,Rotura de Cristales,5
611106102,,Transporte Marítimo,5
611106103,,Transporte Aéreo,5
611106104,,Transporte Terrestre,5
611106105,,Marítimos Cascos,5
611106106,,Aviación,5
611106107,,Robo y Hurto,5
611106108,,Fidelidad,5
611106109,,Seguros de Bancos,5
611106110,,Todo Riesgo para Contratistas,5
611106111,,Todo Riesgo Equipo para Contratista,5
611106112,,Rotura de Maquinaria,5
611106113,,Montaje contra todo Riesgos,5
611106114,,Todo Riesgo Equipo Electrónico,5
611106115,,Calderos,5
611106116,,Lucro Cesante por interrupción de Negocios,5
611106117,,Lucro Cesante Rotura de Maquinaria,5
611106118,,Responsabilidad Civil,5
611106119,,Riesgos Profesionales,5
611106120,,Ganadero,5
611106121,,Agrícola,5
611106122,,Domiciliario,5
611106123,,Crédito Interno,5
611106124,,Crédito a la Exportación,5
